date,lastTradeDate,optionType,timeToMaturity,underlyingLastPrice,riskFreeRate,lastPrice,impliedVolatility,strike,PCR,VIX,GS_RIVN,SC_RIVN
2025-11-14,2025-11-14 16:24:44+00:00,call,0.8432580424366872,15.109999656677246,0.0378800010681152,2.05,0.0072168247070312,25.0,0.6433469499622695,19.82999992370605,4,0.094093043
2025-09-12,2025-09-12 19:10:36+00:00,put,0.0383299110198494,13.460000038146973,0.0392799997329711,0.25,0.0058789474609375,12.5,0.3549638621811933,14.760000228881836,4,0.077393617
2025-09-17,2025-09-17 19:56:32+00:00,put,0.0246406570841889,14.109999656677246,0.0386800003051757,0.06,0.00585941640625,12.5,0.5473469616664827,15.720000267028809,4,-0.036713469
2025-09-19,2025-09-19 19:59:50+00:00,call,0.0766598220396988,14.380000114440918,0.0387800002098083,0.78,0.0064062859375,15.0,0.5155633928526742,15.449999809265137,4,0.103461413
2025-11-19,2025-11-19 20:15:14+00:00,put,2.1711156741957565,14.720000267028809,0.0377200007438659,2.8,0.0067773759765625,10.0,0.5808447013783168,23.65999984741211,4,0.049352347
2025-10-01,2025-10-01 19:15:26+00:00,call,0.9637234770704995,14.609999656677246,0.0384500002861022,2.19,0.0065698585205078,20.0,0.3831727001149993,16.290000915527344,4,0.063949012
2025-11-21,2025-11-21 20:19:29+00:00,call,2.1656399726214923,14.859999656677246,0.0374000000953674,5.0,0.0078296115478515,20.0,0.6158315982637541,23.43000030517578,3,-0.02687875
2025-10-17,2025-10-17 18:29:02+00:00,call,0.1149897330595482,13.029999732971191,0.0383200001716613,4.85,0.01171879140625,8.5,0.571123979835658,20.780000686645508,4,0.077253216
2025-10-22,2025-10-22 15:45:31+00:00,put,0.4079397672826831,12.920000076293944,0.0378800010681152,0.07,0.0103125484375,4.0,0.5534406228532173,18.600000381469727,4,0.06618961
2025-10-10,2025-10-10 19:45:41+00:00,put,0.0574948665297741,12.800000190734863,0.038529999256134,1.11,0.0055664505859375,13.5,0.5546919668279467,21.65999984741211,4,0.068597177
2025-11-25,2025-11-25 18:32:47+00:00,call,1.0622861054072552,15.5600004196167,0.0373200011253356,2.2,0.0070898728515625,25.0,0.5800740868257438,18.559999465942383,4,0.068789691
2025-11-05,2025-11-05 19:52:37+00:00,call,0.0629705681040383,15.420000076293944,0.0378800010681152,3.7,0.0121875390624999,12.0,0.4737735716279853,18.010000228881836,5,0.026744231
2025-09-15,2025-09-15 16:16:17+00:00,call,1.2566735112936345,13.600000381469728,0.0390000009536743,3.45,0.0063061892822265,15.0,0.4631899888201607,15.6899995803833,4,-0.064462057
2025-09-29,2025-09-29 17:05:05+00:00,call,0.7173169062286106,15.25,0.0386299991607666,2.77,0.0066333344482421,17.0,0.5448468412979404,16.1200008392334,4,0.032628671
2025-11-11,2025-11-11 20:58:51+00:00,call,0.5995893223819302,18.020000457763672,0.037829999923706,4.98,0.0071777625976562,16.0,0.4979294342057849,17.280000686645508,5,0.06487746
2025-12-03,2025-12-03 17:11:28+00:00,put,0.2929500342231348,17.530000686645508,0.0363499999046325,0.25,0.00789064609375,10.0,0.4836780774153891,16.079999923706055,3,0.00150898
2025-11-14,2025-11-14 19:03:10+00:00,call,0.0383299110198494,15.109999656677246,0.0378800010681152,0.05,0.0124219128906249,25.0,0.6433469499622695,19.82999992370605,4,0.094093043
2025-11-12,2025-11-12 15:58:15+00:00,put,0.1204654346338124,17.520000457763672,0.0377800011634826,4.83,0.0118945717773437,21.0,0.4888211911050967,17.510000228881836,5,0.117459048
2025-11-05,2025-11-05 14:47:31+00:00,put,0.6160164271047228,15.420000076293944,0.0378800010681152,11.75,0.0068945623046875,25.0,0.4737735716279853,18.010000228881836,5,0.026744231
2025-09-29,2025-09-29 19:59:49+00:00,call,0.0109514031485284,15.25,0.0386299991607666,0.25,0.007460962890625,16.0,0.5448468412979404,16.1200008392334,4,0.032628671
2025-09-18,2025-09-18 16:04:33+00:00,put,0.4243668720054757,14.68000030517578,0.0388000011444091,2.56,0.0060400786621093,15.0,0.5332625137947393,15.699999809265137,4,0.037977429
2025-10-13,2025-10-13 19:53:01+00:00,call,0.0109514031485284,13.0600004196167,0.038529999256134,0.34,0.00507817421875,13.0,0.5540423973777141,19.030000686645508,4,0.096471207
2025-12-01,2025-12-01 16:43:20+00:00,call,2.138261464750171,17.15999984741211,0.0369300007820129,5.1,0.0079345909667968,27.0,0.5034755455937583,17.239999771118164,3,0.060980342
2025-10-13,2025-10-13 18:15:12+00:00,call,0.1259411362080766,13.0600004196167,0.038529999256134,0.98,0.0070117486328125,14.0,0.5540423973777141,19.030000686645508,4,0.096471207
2025-11-12,2025-11-12 15:08:11+00:00,call,0.5968514715947981,17.520000457763672,0.0377800011634826,2.98,0.0069336244140625,19.0,0.4888211911050967,17.510000228881836,5,0.117459048
2025-11-12,2025-11-12 20:49:06+00:00,call,0.0629705681040383,17.520000457763672,0.0377800011634826,0.77,0.0066504241210937,18.5,0.4888211911050967,17.510000228881836,5,0.117459048
2025-10-10,2025-10-10 19:52:12+00:00,call,0.9390828199863108,12.800000190734863,0.038529999256134,0.99,0.0069385071777343,25.0,0.5546919668279467,21.65999984741211,4,0.068597177
2025-09-26,2025-09-26 13:50:15+00:00,call,0.3066392881587953,15.59000015258789,0.0385999989509582,0.2,0.0089550885742187,37.5,0.5030396467313046,15.289999961853027,4,0.079666364
2025-11-18,2025-11-18 20:35:41+00:00,put,0.5804243668720055,14.989999771118164,0.0377200007438659,1.83,0.0064306997558593,13.0,0.5977244278866204,24.690000534057617,3,0.021763725
2025-09-30,2025-09-30 13:43:16+00:00,put,0.2190280629705681,14.68000030517578,0.0384500002861022,3.58,0.006445348046875,17.5,0.4281001330671037,16.280000686645508,4,0.133135814
2025-11-24,2025-11-24 18:48:19+00:00,call,0.2409308692676249,15.170000076293944,0.0373000001907348,0.48,0.0066113620117187,21.0,0.4820583841039761,20.520000457763672,3,0.072494583
2025-10-03,2025-10-03 17:11:26+00:00,call,2.299794661190965,13.649999618530272,0.0385800004005432,6.9,0.0077807839111328,10.0,0.452438421401007,16.649999618530273,4,0.072553333
2025-11-25,2025-11-25 19:12:53+00:00,call,0.813141683778234,15.5600004196167,0.0373200011253356,1.5,0.0069238588867187,27.0,0.5800740868257438,18.559999465942383,4,0.068789691
2025-10-29,2025-10-29 15:13:08+00:00,call,0.1013004791238877,13.710000038146973,0.0373000001907348,0.54,0.0070019831054687,16.0,0.51993477829377,16.920000076293945,4,0.036190377
2025-11-10,2025-11-10 20:44:19+00:00,call,0.3559206023271731,16.40999984741211,0.037829999923706,2.83,0.0066260103027343,16.0,0.4779337831780682,17.600000381469727,4,0.047249569
2025-09-17,2025-09-17 19:01:08+00:00,call,1.002053388090349,14.109999656677246,0.0386800003051757,3.3,0.0065185895019531,15.0,0.5473469616664827,15.720000267028809,4,-0.036713469
2025-11-26,2025-11-26 19:11:38+00:00,call,0.0246406570841889,16.18000030517578,0.0375300002098083,0.01,0.0162500187499999,31.0,0.5656570501472499,17.190000534057617,3,0.120083158
2025-11-17,2025-11-17 18:54:35+00:00,call,1.0841889117043122,14.869999885559082,0.0377200007438659,1.5,0.0072558868164062,30.0,0.5870171395125529,22.3799991607666,4,0.019225979
2025-10-10,2025-10-10 19:51:14+00:00,call,2.2806297056810405,12.800000190734863,0.038529999256134,2.56,0.0067041345214843,25.0,0.5546919668279467,21.65999984741211,4,0.068597177
2025-12-09,2025-12-09 17:24:59+00:00,call,0.0465434633812457,17.709999084472656,0.0363199996948242,0.14,0.0085937640625,22.0,1.940568726518979,16.93000030517578,3,0.056659514
2025-09-30,2025-09-30 15:10:08+00:00,put,0.4681724845995893,14.68000030517578,0.0384500002861022,5.15,0.0059668372070312,19.0,0.4281001330671037,16.280000686645508,4,0.133135814
2025-10-08,2025-10-08 19:10:12+00:00,put,0.1971252566735113,13.130000114440918,0.0384299993515014,1.17,0.0064258169921875,12.5,0.5128229460257322,16.299999237060547,4,0.061396109
2025-11-26,2025-11-26 20:43:00+00:00,call,0.0054757015742642,16.18000030517578,0.0375300002098083,2.39,0.0154687726562499,14.0,0.5656570501472499,17.190000534057617,3,0.120083158
2025-09-19,2025-09-19 13:43:24+00:00,put,0.1724845995893223,14.380000114440918,0.0387800002098083,4.27,0.0063867548828125,18.0,0.5155633928526742,15.449999809265137,4,0.103461413
2025-10-14,2025-10-14 19:52:12+00:00,call,0.1232032854209445,13.119999885559082,0.038529999256134,0.95,0.0070215141601562,14.0,0.548171849801689,20.809999465942383,4,0.076111446
