contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration
GM251128C00035000,2025-11-28 16:26:11+00:00,35.0,38.31,37.5,39.15,2.670002,7.4915876,2.0,0,9.175785515136717,True,REGULAR,USD,2025-11-28
GM251128C00046000,2025-11-28 16:29:42+00:00,46.0,27.18,26.5,28.25,1.2399998,4.780261,1.0,2,6.449220688476563,True,REGULAR,USD,2025-11-28
GM251128C00047000,2025-11-28 16:29:42+00:00,47.0,26.28,25.5,27.0,1.2399998,4.9520755,2.0,0,5.621096723632812,True,REGULAR,USD,2025-11-28
GM251128C00048000,2025-11-28 14:32:05+00:00,48.0,25.33,24.5,26.15,2.3199997,10.082571,1.0,0,5.757815302734375,True,REGULAR,USD,2025-11-28
GM251128C00050000,2025-10-27 13:48:04+00:00,50.0,19.4,22.5,24.15,0.0,0.0,1.0,1,5.308597114257811,True,REGULAR,USD,2025-11-28
GM251128C00051000,2025-11-18 17:02:09+00:00,51.0,16.7,21.5,23.15,0.0,0.0,1.0,0,5.085941142578125,True,REGULAR,USD,2025-11-28
GM251128C00052000,2025-11-24 16:51:23+00:00,52.0,18.86,20.75,22.15,0.0,0.0,2.0,0,4.871097661132811,True,REGULAR,USD,2025-11-28
GM251128C00053000,2025-11-28 14:58:43+00:00,53.0,20.15,19.85,21.15,0.39999962,2.0253146,2.0,0,4.660160424804687,True,REGULAR,USD,2025-11-28
GM251128C00054000,2025-11-28 16:31:30+00:00,54.0,19.47,18.95,20.0,2.539999,15.002947,5.0,1,4.1562548046875,True,REGULAR,USD,2025-11-28
GM251128C00055000,2025-11-28 16:31:30+00:00,55.0,18.57,18.05,19.1,1.2999992,7.5274997,3.0,0,2.6250034375,True,REGULAR,USD,2025-11-28
GM251128C00056000,2025-11-28 15:32:48+00:00,56.0,17.56,17.45,18.2,0.79999924,4.773265,16.0,16,3.3828140429687497,True,REGULAR,USD,2025-11-28
GM251128C00057000,2025-11-28 16:30:00+00:00,57.0,16.75,16.5,17.15,0.8000002,5.0156755,3.0,11,3.2031269921874994,True,REGULAR,USD,2025-11-28
GM251128C00058000,2025-11-28 17:10:27+00:00,58.0,15.73,15.3,16.2,0.7599993,5.0768156,19.0,0,2.843752890625,True,REGULAR,USD,2025-11-28
GM251128C00059000,2025-11-26 18:44:24+00:00,59.0,13.88,13.55,15.15,0.0,0.0,5.0,0,3.4335951660156248,True,REGULAR,USD,2025-11-28
GM251128C00060000,2025-11-28 15:52:14+00:00,60.0,13.2,12.6,14.15,-0.07000065,-0.5275105,40.0,215,3.2363300341796872,True,REGULAR,USD,2025-11-28
GM251128C00061000,2025-11-28 17:33:25+00:00,61.0,12.21,11.55,12.95,-0.10000038,-0.81235075,3.0,0,2.7304719238281248,True,REGULAR,USD,2025-11-28
GM251128C00062000,2025-11-28 17:33:25+00:00,62.0,11.31,10.6,12.05,0.33000088,3.0054727,1.0,0,2.7031282421875,True,REGULAR,USD,2025-11-28
GM251128C00063000,2025-11-25 15:42:17+00:00,63.0,8.95,9.5,10.95,0.0,0.0,20.0,0,2.3671915820312495,True,REGULAR,USD,2025-11-28
GM251128C00064000,2025-11-28 17:43:35+00:00,64.0,9.43,9.4,9.85,1.5400004,19.518383,20.0,18,1.5664084179687499,True,REGULAR,USD,2025-11-28
GM251128C00065000,2025-11-28 17:33:34+00:00,65.0,8.69,8.5,8.8,0.43999958,5.3333282,119.0,0,1.484377578125,True,REGULAR,USD,2025-11-28
GM251128C00066000,2025-11-28 17:51:13+00:00,66.0,7.42,7.05,7.8,0.3800001,5.397729,79.0,0,1.61328318359375,True,REGULAR,USD,2025-11-28
GM251128C00067000,2025-11-28 17:19:59+00:00,67.0,6.74,6.2,6.9,0.43999958,6.98412,36.0,218,0.8984385156249999,True,REGULAR,USD,2025-11-28
GM251128C00068000,2025-11-28 17:53:45+00:00,68.0,5.47,5.15,5.65,0.30999994,6.007751,58.0,0,1.0390673046875003,True,REGULAR,USD,2025-11-28
GM251128C00069000,2025-11-28 17:42:21+00:00,69.0,4.67,4.55,4.8,0.4300003,10.141518,63.0,782,0.92773509765625,True,REGULAR,USD,2025-11-28
GM251128C00070000,2025-11-28 17:57:57+00:00,70.0,3.45,3.35,3.55,0.49,16.554054,184.0,1154,0.5273484765625001,True,REGULAR,USD,2025-11-28
GM251128C00071000,2025-11-28 17:56:13+00:00,71.0,2.49,2.29,2.59,0.3399999,15.813949,135.0,1104,0.48438015625,True,REGULAR,USD,2025-11-28
GM251128C00072000,2025-11-28 17:51:20+00:00,72.0,1.41,1.34,1.55,0.35000002,33.01887,141.0,0,0.26563234375,True,REGULAR,USD,2025-11-28
GM251128C00073000,2025-11-28 17:59:28+00:00,73.0,0.46,0.15,0.57,0.20000002,76.92308,651.0,1102,0.14258669921875,True,REGULAR,USD,2025-11-28
GM251128C00074000,2025-11-28 17:59:17+00:00,74.0,0.03,0.0,0.03,0.0,0.0,806.0,5704,0.1132901171875,False,REGULAR,USD,2025-11-28
GM251128C00075000,2025-11-28 15:49:08+00:00,75.0,0.01,0.0,0.01,-0.060000002,-85.71429,115.0,611,0.20313296874999998,False,REGULAR,USD,2025-11-28
GM251128C00076000,2025-11-28 16:32:25+00:00,76.0,0.05,0.0,0.01,0.020000001,66.66667,3.0,122,0.31250687499999996,False,REGULAR,USD,2025-11-28
GM251128C00077000,2025-11-26 14:30:07+00:00,77.0,0.01,0.0,0.02,0.0,0.0,10.0,264,0.46094289062500005,False,REGULAR,USD,2025-11-28
GM251128C00078000,2025-11-20 14:30:02+00:00,78.0,0.06,0.0,0.51,0.0,0.0,1.0,0,0.99804689453125,False,REGULAR,USD,2025-11-28
GM251128C00079000,2025-11-28 15:31:14+00:00,79.0,0.11,0.0,0.12,0.1,1000.0,2.0,9,0.8125018749999999,False,REGULAR,USD,2025-11-28
GM251128C00080000,2025-11-13 18:59:54+00:00,80.0,0.17,0.0,0.01,0.0,0.0,1.0,8,0.6562534375000001,False,REGULAR,USD,2025-11-28
GM251128C00081000,2025-11-25 20:27:27+00:00,81.0,0.04,0.0,0.57,0.0,0.0,1.0,0,1.4570339648437498,False,REGULAR,USD,2025-11-28
GM251128C00083000,2025-11-24 14:40:06+00:00,83.0,0.01,0.0,0.87,0.0,0.0,,0,1.9218753906250001,False,REGULAR,USD,2025-11-28
GM251128C00085000,2025-11-28 16:54:31+00:00,85.0,0.04,0.0,0.08,0.0,0.0,1.0,12,1.3437532812499997,False,REGULAR,USD,2025-11-28
GM251128C00095000,2025-10-24 17:14:24+00:00,95.0,0.02,0.0,0.08,0.0,0.0,4.0,4,2.1718795703125,False,REGULAR,USD,2025-11-28
GM251128C00100000,2025-11-28 15:51:35+00:00,100.0,0.04,0.0,0.08,0.03,300.0,12.0,14,2.5468786328124997,False,REGULAR,USD,2025-11-28
GM251205C00050000,2025-10-27 13:48:04+00:00,50.0,19.38,22.55,24.25,0.0,0.0,,1,1.9472658886718752,True,REGULAR,USD,2025-12-05
GM251205C00055000,2025-11-25 18:24:12+00:00,55.0,17.28,17.6,19.2,0.0,0.0,1.0,3,1.5302757861328122,True,REGULAR,USD,2025-12-05
GM251205C00056000,2025-11-26 18:34:33+00:00,56.0,16.84,16.55,18.2,0.0,0.0,1.0,5,1.4570339648437498,True,REGULAR,USD,2025-12-05
GM251205C00057000,2025-11-26 18:41:28+00:00,57.0,16.0,15.6,17.2,0.0,0.0,3.0,4,1.3837921435546874,True,REGULAR,USD,2025-12-05
GM251205C00058000,2025-11-28 15:24:07+00:00,58.0,15.2,14.6,16.05,3.9899998,35.593216,1.0,1,1.2255898095703124,True,REGULAR,USD,2025-12-05
GM251205C00059000,2025-11-26 18:44:24+00:00,59.0,13.96,13.55,15.2,0.0,0.0,1.0,7,1.2402381738281247,True,REGULAR,USD,2025-12-05
GM251205C00060000,2025-11-28 15:52:14+00:00,60.0,13.23,13.2,14.15,0.029999733,0.22727072,40.0,0,0.8183611914062499,True,REGULAR,USD,2025-12-05
GM251205C00061000,2025-11-28 15:33:53+00:00,61.0,12.25,11.6,13.2,4.1400003,51.048096,1.0,1,1.0996138769531252,True,REGULAR,USD,2025-12-05
GM251205C00062000,2025-11-25 17:38:35+00:00,62.0,10.3,10.6,12.2,0.0,0.0,17.0,18,1.0293017285156252,True,REGULAR,USD,2025-12-05
GM251205C00063000,2025-11-26 20:23:27+00:00,63.0,10.07,9.6,11.3,0.0,0.0,1.0,3,1.0039112304687499,True,REGULAR,USD,2025-12-05
GM251205C00064000,2025-11-25 15:42:17+00:00,64.0,8.13,8.6,10.25,0.0,0.0,20.0,0,0.911133701171875,True,REGULAR,USD,2025-12-05
GM251205C00065000,2025-11-28 17:43:35+00:00,65.0,8.43,7.65,8.6,0.09000015,1.0791385,111.0,80,0.476567734375,True,REGULAR,USD,2025-12-05
GM251205C00066000,2025-11-28 16:06:14+00:00,66.0,7.85,6.65,8.1,0.75999975,10.719319,1.0,0,0.709963837890625,True,REGULAR,USD,2025-12-05
GM251205C00067000,2025-11-26 17:21:57+00:00,67.0,6.05,5.6,7.3,0.0,0.0,20.0,2664,0.7158231542968749,True,REGULAR,USD,2025-12-05
GM251205C00068000,2025-11-28 16:10:30+00:00,68.0,5.51,4.7,6.1,0.44000006,8.678502,1.0,143,0.5727581787109376,True,REGULAR,USD,2025-12-05
GM251205C00069000,2025-11-28 17:19:56+00:00,69.0,4.68,4.15,5.0,0.27999973,6.3636303,4.0,4566,0.467778759765625,True,REGULAR,USD,2025-12-05
GM251205C00070000,2025-11-28 17:57:57+00:00,70.0,3.55,3.45,3.7,0.049999952,1.42857,157.0,690,0.28321029296874994,True,REGULAR,USD,2025-12-05
GM251205C00071000,2025-11-28 17:56:13+00:00,71.0,2.59,2.43,2.75,0.38999987,17.727266,745.0,1521,0.243171630859375,True,REGULAR,USD,2025-12-05
GM251205C00072000,2025-11-28 17:58:10+00:00,72.0,1.75,1.75,1.91,-0.14999998,-7.894736,72.0,417,0.22461712890624996,True,REGULAR,USD,2025-12-05
GM251205C00073000,2025-11-28 17:51:14+00:00,73.0,1.07,1.04,1.08,0.16000003,17.58242,694.0,0,0.18311363769531247,True,REGULAR,USD,2025-12-05
GM251205C00074000,2025-11-28 17:59:51+00:00,74.0,0.62,0.62,0.68,-0.14999998,-19.480518,592.0,351,0.20655090332031245,False,REGULAR,USD,2025-12-05
GM251205C00075000,2025-11-28 17:49:56+00:00,75.0,0.32,0.28,0.34,-0.08000001,-20.000004,22.0,497,0.20313296874999998,False,REGULAR,USD,2025-12-05
GM251205C00076000,2025-11-28 17:31:16+00:00,76.0,0.22,0.16,0.2,0.010000005,4.7619076,40.0,0,0.22168747070312497,False,REGULAR,USD,2025-12-05
GM251205C00077000,2025-11-28 17:53:22+00:00,77.0,0.08,0.06,0.1,-0.030000001,-27.272728,13.0,31,0.22852333984375,False,REGULAR,USD,2025-12-05
GM251205C00078000,2025-11-28 17:04:28+00:00,78.0,0.02,0.02,0.11,-0.06,-75.0,103.0,0,0.28125718749999995,False,REGULAR,USD,2025-12-05
GM251205C00079000,2025-11-28 17:46:34+00:00,79.0,0.03,0.0,0.03,0.0,0.0,7.0,64,0.25391371093750004,False,REGULAR,USD,2025-12-05
GM251205C00080000,2025-11-24 19:37:58+00:00,80.0,0.03,0.0,0.3,0.0,0.0,,80,0.47461462890625,False,REGULAR,USD,2025-12-05
GM251205C00081000,2025-11-20 15:14:54+00:00,81.0,0.04,0.0,0.08,0.0,0.0,2.0,5,0.38477177734374995,False,REGULAR,USD,2025-12-05
GM251205C00082000,2025-11-28 17:04:49+00:00,82.0,0.01,0.0,0.03,-0.03,-75.0,5.0,58,0.35938140625,False,REGULAR,USD,2025-12-05
GM251205C00085000,2025-11-28 14:50:18+00:00,85.0,0.05,0.0,0.11,0.0,0.0,15.0,0,0.500005,False,REGULAR,USD,2025-12-05
